"","Region","Item Code","Model","Yearmonth","model","Volume","Category","var","sigma","low80","high80","low90","high90"
"1","ADE","1234","ETS",2024 May,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"2","ADE","1234","ETS",2024 Jun,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"3","ADE","1234","ETS",2024 Jul,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"4","ADE","1234","ETS",2024 Aug,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"5","ADE","1234","ETS",2024 Sep,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"6","ADE","1234","ETS",2024 Oct,N(756, 156508),756.214023809337,"High",156508,395.61091997062,249.040824407003,1263.38722321167,105.434060457668,1406.99398716101
"7","ADE","1234","ARIMA",2024 May,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"8","ADE","1234","ARIMA",2024 Jun,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"9","ADE","1234","ARIMA",2024 Jul,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"10","ADE","1234","ARIMA",2024 Aug,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"11","ADE","1234","ARIMA",2024 Sep,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"12","ADE","1234","ARIMA",2024 Oct,N(756, 152767),756.279069767442,"High",152767,390.854192762467,255.203994645959,1257.35414488893,113.323922673183,1399.2342168617
"13","ADE","1238","ETS",2024 May,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"14","ADE","1238","ETS",2024 Jun,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"15","ADE","1238","ETS",2024 Jul,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"16","ADE","1238","ETS",2024 Aug,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"17","ADE","1238","ETS",2024 Sep,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"18","ADE","1238","ETS",2024 Oct,N(1447, 1134131),1446.64964440375,"High",1134131,1064.9558676302,81.3762221018258,2811.92306670567,-305.202757847938,3198.50204665543
"19","ADE","1238","ARIMA",2024 May,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"20","ADE","1238","ARIMA",2024 Jun,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"21","ADE","1238","ARIMA",2024 Jul,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"22","ADE","1238","ARIMA",2024 Aug,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"23","ADE","1238","ARIMA",2024 Sep,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"24","ADE","1238","ARIMA",2024 Oct,N(1446, 1107016),1445.58139534884,"High",1107016,1052.14827852352,96.7273022816894,2794.43548841599,-285.202522822347,3176.36531352002
"25","ADE","1239","ETS",2024 May,N(237, 8549),236.803519692714,"Middle",8549,92.4608025057105,118.268770880393,355.338268505035,84.70549957082,388.901539814608
"26","ADE","1239","ETS",2024 Jun,N(242, 8549),242.118985128771,"Middle",8549,92.4608025057105,123.584236316451,360.653733941092,90.0209650068776,394.217005250665
"27","ADE","1239","ETS",2024 Jul,N(247, 8549),247.434450564829,"Middle",8549,92.4608025057105,128.899701752508,365.96919937715,95.3364304429352,399.532470686723
"28","ADE","1239","ETS",2024 Aug,N(253, 8549),252.749916000887,"Middle",8549,92.4608025057105,134.215167188566,371.284664813207,100.651895878993,404.84793612278
"29","ADE","1239","ETS",2024 Sep,N(258, 8549),258.065381436944,"Middle",8549,92.4608025057105,139.530632624623,376.600130249265,105.96736131505,410.163401558838
"30","ADE","1239","ETS",2024 Oct,N(263, 8549),263.380846873002,"Middle",8549,92.4608025057105,144.846098060681,381.915595685323,111.282826751108,415.478866994895
"31","ADE","1239","ARIMA",2024 May,N(235, 9446),234.674720333349,"Middle",9446,97.1905345185425,110.076455080578,359.272985586121,74.7962910503467,394.553149616351
"32","ADE","1239","ARIMA",2024 Jun,N(235, 10115),234.674720333349,"Middle",10115,100.573356312693,105.739677540476,363.609763126222,69.2315491989683,400.11789146773
"33","ADE","1239","ARIMA",2024 Jul,N(235, 10784),234.674720333349,"Middle",10784,103.846039885977,101.544097199526,367.805343467172,63.8479847209163,405.501455945782
"34","ADE","1239","ARIMA",2024 Aug,N(235, 11453),234.674720333349,"Middle",11453,107.018689956474,97.4767598091489,371.872680857549,58.6289753549487,410.72046531175
"35","ADE","1239","ARIMA",2024 Sep,N(235, 12122),234.674720333349,"Middle",12122,110.09995458673,93.5265785531613,375.822862113537,53.5602950381783,415.78914562852
"36","ADE","1239","ARIMA",2024 Oct,N(235, 12791),234.674720333349,"Middle",12791,113.09730323929,89.6839775805788,379.665463086119,48.6296565047164,420.719784161982
"37","ADE","1246","ETS",2024 May,N(89, 7317),89.1688687977257,"Middle",7317,85.5394645762995,-20.4927247890903,198.830462384542,-51.5435504302871,229.881288025738
"38","ADE","1246","ETS",2024 Jun,N(89, 7434),89.1688687977257,"Middle",7434,86.2206471791995,-21.3660008860081,199.703738481459,-52.6640958120575,231.001833407509
"39","ADE","1246","ETS",2024 Jul,N(89, 7550),89.1688687977257,"Middle",7550,86.8907359849138,-22.2250547349339,200.562792330385,-53.7663918974576,232.104129492909
"40","ADE","1246","ETS",2024 Aug,N(89, 7667),89.1688687977257,"Middle",7667,87.561407023871,-23.0848550068769,201.422592602328,-54.8696457565421,233.207383351993
"41","ADE","1246","ETS",2024 Sep,N(89, 7783),89.1688687977257,"Middle",7783,88.2213126177569,-23.9308539782387,202.26859157369,-55.9551904584845,234.292928053936
"42","ADE","1246","ETS",2024 Oct,N(89, 7900),89.1688687977257,"Middle",7900,88.8819441731559,-24.7777836322602,203.115521227711,-57.0419293671158,235.379666962567
"43","ADE","1246","ARIMA",2024 May,N(83, 6351),83.4425756017204,"Middle",6351,79.6931615635871,-18.7240575227983,185.609208726239,-47.6526751703804,214.537826373821
"44","ADE","1246","ARIMA",2024 Jun,N(75, 6865),74.9056913972902,"Middle",6865,82.8552955459094,-31.3147974925657,181.126180287146,-61.3912697757308,211.202652570311
"45","ADE","1246","ARIMA",2024 Jul,N(86, 7301),85.7229413033458,"Middle",7301,85.4458893101359,-23.8186887922485,195.26457139894,-54.8355466118278,226.281429218519
"46","ADE","1246","ARIMA",2024 Aug,N(86, 7301),85.7229413033458,"Middle",7301,85.4458893101359,-23.8186887922485,195.26457139894,-54.8355466118278,226.281429218519
"47","ADE","1246","ARIMA",2024 Sep,N(86, 7301),85.7229413033458,"Middle",7301,85.4458893101359,-23.8186887922485,195.26457139894,-54.8355466118278,226.281429218519
"48","ADE","1246","ARIMA",2024 Oct,N(86, 7301),85.7229413033458,"Middle",7301,85.4458893101359,-23.8186887922485,195.26457139894,-54.8355466118278,226.281429218519
"49","ADE","1247","ETS",2024 May,N(107, 5208),107.48374439028,"Middle",5208,72.1664742106749,14.9663244521944,200.001164328365,-11.2301056862806,226.19759446684
"50","ADE","1247","ETS",2024 Jun,N(107, 5280),107.48374439028,"Middle",5280,72.6636084983398,14.3289982954079,200.638490485151,-12.0478915894894,227.015380370048
"51","ADE","1247","ETS",2024 Jul,N(107, 5352),107.48374439028,"Middle",5352,73.1573646326875,13.6960029311741,201.271485849385,-12.8601204304914,227.827609211051
"52","ADE","1247","ETS",2024 Aug,N(107, 5424),107.48374439028,"Middle",5424,73.6478105580879,13.0672512548109,201.900237525748,-13.666903977775,228.634392758334
"53","ADE","1247","ETS",2024 Sep,N(107, 5497),107.48374439028,"Middle",5497,74.1417561162399,12.43401304926,202.533475731299,-14.4794444209351,229.446933201494
"54","ADE","1247","ETS",2024 Oct,N(107, 5569),107.48374439028,"Middle",5569,74.6257328272225,11.8135549057803,203.153933874779,-15.2755861105015,230.243074891061
"55","ADE","1247","ARIMA",2024 May,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"56","ADE","1247","ARIMA",2024 Jun,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"57","ADE","1247","ARIMA",2024 Jul,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"58","ADE","1247","ARIMA",2024 Aug,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"59","ADE","1247","ARIMA",2024 Sep,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"60","ADE","1247","ARIMA",2024 Oct,N(88, 5095),88.2558139534884,"Middle",5095,71.3792686989717,-3.25240851859334,179.76403642557,-29.1630830563201,205.674710963297
"61","ADE","1258","ETS",2024 May,N(1.5, 40),1.46750830932134,"Low",40,6.32455532033676,-6.64057161135038,9.57558822999307,-8.93638519263262,11.8714018112753
"62","ADE","1258","ETS",2024 Jun,N(1.5, 48),1.46750830932134,"Low",48,6.92820323027551,-7.41444823189186,10.3494648505345,-9.92938600448187,12.8644026231246
"63","ADE","1258","ETS",2024 Jul,N(1.5, 56),1.46750830932134,"Low",56,7.48331477354788,-8.12610123036704,11.0611178490097,-10.8425444931649,13.7775611118076
"64","ADE","1258","ETS",2024 Aug,N(1.5, 65),1.46750830932134,"Low",65,8.06225774829855,-8.8683061239974,11.8033227426401,-11.7949056866298,14.7299223052725
"65","ADE","1258","ETS",2024 Sep,N(1.5, 73),1.46750830932134,"Low",73,8.54400374531753,-9.48590449217573,12.4209211108184,-12.587377851726,15.5223944703687
"66","ADE","1258","ETS",2024 Oct,N(1.5, 81),1.46750830932134,"Low",81,9,-10.0704916906787,13.0055083093213,-13.3374916906787,16.2725083093213
"67","ADE","1258","ARIMA",2024 May,N(0.87, 34),0.868765796186459,"Low",34,5.8309518948453,-6.60651453300522,8.34404612537814,-8.72315007083406,10.460681663207
"68","ADE","1258","ARIMA",2024 Jun,N(1.3, 37),1.27643360506796,"Low",37,6.08276253029822,-6.52166795877435,9.07453516891028,-8.72971075727261,11.2825779674085
"69","ADE","1258","ARIMA",2024 Jul,N(0.67, 43),0.666425186209935,"Low",43,6.557438524302,-7.74021100194523,9.0730613743651,-10.1205611862669,11.4534115586867
"70","ADE","1258","ARIMA",2024 Aug,N(0.63, 45),0.629039676306973,"Low",45,6.70820393249937,-7.97087776515722,9.22895711777116,-10.4059557926545,11.6640351452684
"71","ADE","1258","ARIMA",2024 Sep,N(0.41, 46),0.4098244326384,"Low",46,6.78232998312527,-8.28512260572819,9.10477147100499,-10.7471083896027,11.5667572548795
"72","ADE","1258","ARIMA",2024 Oct,N(0.33, 47),0.333570697395029,"Low",47,6.85565460040104,-8.45537850031911,9.12251989510917,-10.9439811202647,11.6111225150547
"73","ADE","1259","ETS",2024 May,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"74","ADE","1259","ETS",2024 Jun,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"75","ADE","1259","ETS",2024 Jul,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"76","ADE","1259","ETS",2024 Aug,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"77","ADE","1259","ETS",2024 Sep,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"78","ADE","1259","ETS",2024 Oct,N(48, 3111),47.6127406440766,"Low",3111,55.7763390695374,-23.8925260430703,119.118007331224,-44.1393371253123,139.364818413466
"79","ADE","1259","ARIMA",2024 May,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"80","ADE","1259","ARIMA",2024 Jun,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"81","ADE","1259","ARIMA",2024 Jul,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"82","ADE","1259","ARIMA",2024 Aug,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"83","ADE","1259","ARIMA",2024 Sep,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"84","ADE","1259","ARIMA",2024 Oct,N(48, 3037),47.5813953487812,"Low",3037,55.1089829338194,-23.0683207723753,118.231111469938,-43.0728815773517,138.235672274914
"85","ADE","1260","ETS",2024 May,N(2.5e-06, 11),2.53671663640792e-06,"Low",11,3.3166247903554,-4.25191044451899,4.25191551795226,-5.455845243418,5.45585031685127
"86","ADE","1260","ETS",2024 Jun,N(2.5e-06, 18),2.53671663640792e-06,"Low",18,4.24264068711928,-5.43906282417029,5.43906789760356,-6.97914139359459,6.97914646702786
"87","ADE","1260","ETS",2024 Jul,N(2.5e-06, 25),2.53671663640792e-06,"Low",25,5,-6.40999746328336,6.41000253671664,-8.22499746328336,8.22500253671664
"88","ADE","1260","ETS",2024 Aug,N(2.5e-06, 32),2.53671663640792e-06,"Low",32,5.65685424949238,-7.2520846111326,7.25208968456587,-9.30552270369833,9.3055277771316
"89","ADE","1260","ETS",2024 Sep,N(2.5e-06, 39),2.53671663640792e-06,"Low",39,6.2449979983984,-8.00608489723011,8.00608997066338,-10.2730191706487,10.273024244082
"90","ADE","1260","ETS",2024 Oct,N(2.5e-06, 45),2.53671663640792e-06,"Low",45,6.70820393249937,-8.59991490474756,8.59991997818083,-11.0349929322448,11.0349980056781
"91","ADE","1260","ARIMA",2024 May,N(1, 7.5),1.04393717466078,"Low",7.5,2.73861278752583,-2.46696441894734,4.55483876826889,-3.46108086081921,5.54895521014077
"92","ADE","1260","ARIMA",2024 Jun,N(3.1, 11),3.13181152398234,"Low",11,3.3166247903554,-1.12010145725329,7.38372450521796,-2.3240362561523,8.58765930411697
"93","ADE","1260","ARIMA",2024 Jul,N(0, 13),0,"Low",13,3.60555127546399,-4.62231673514483,4.62231673514483,-5.93113184813826,5.93113184813826
"94","ADE","1260","ARIMA",2024 Aug,N(0.52, 13),0.521968587330389,"Low",13,3.60555127546399,-4.10034814781445,5.14428532247522,-5.40916326080787,6.45310043546865
"95","ADE","1260","ARIMA",2024 Sep,N(0, 14),0,"Low",14,3.74165738677394,-4.79680476984419,4.79680476984419,-6.15502640124313,6.15502640124313
"96","ADE","1260","ARIMA",2024 Oct,N(0, 14),0,"Low",14,3.74165738677394,-4.79680476984419,4.79680476984419,-6.15502640124313,6.15502640124313
"97","ADE","1271","ETS",2024 May,N(1220, 674955),1219.7316121768,"High",674955,821.556449673423,166.496243695469,2272.96698065813,-131.728747535984,2571.19197188958
"98","ADE","1271","ETS",2024 Jun,N(1220, 710467),1219.7316121768,"High",710467,842.892045282194,139.144010125025,2300.31921422857,-166.825802312411,2606.28902666601
"99","ADE","1271","ETS",2024 Jul,N(1220, 745978),1219.7316121768,"High",745978,863.700179460442,112.467982108511,2326.99524224508,-201.05518303563,2640.51840738923
"100","ADE","1271","ETS",2024 Aug,N(1220, 781490),1219.7316121768,"High",781490,884.01923056006,86.4189585988011,2353.04426575479,-234.480022094501,2673.9432464481
"101","ADE","1271","ETS",2024 Sep,N(1220, 817002),1219.7316121768,"High",817002,903.881629418366,60.9553632624527,2378.50786109114,-267.153668216414,2706.61689257001
"102","ADE","1271","ETS",2024 Oct,N(1220, 852514),1219.7316121768,"High",852514,923.316847024899,36.0394142908776,2403.42381006272,-299.124601179161,2738.58782553276
"103","ADE","1271","ARIMA",2024 May,N(1206, 675406),1206.1450564991,"High",675406,821.830882846343,152.557864690085,2259.73224830811,-145.766745783138,2558.05685878133
"104","ADE","1271","ARIMA",2024 Jun,N(1206, 716121),1206.1450564991,"High",716121,846.239327849988,121.266238195412,2291.02387480278,-185.918637814134,2598.20875081233
"105","ADE","1271","ARIMA",2024 Jul,N(1206, 756837),1206.1450564991,"High",756837,869.963792350003,90.8514747063925,2321.4386382918,-224.945381916659,2637.23549491485
"106","ADE","1271","ARIMA",2024 Aug,N(1206, 8e+05),1206.1450564991,"High",8e+05,894.427190999916,59.489397637205,2352.80071536099,-265.187672695765,2677.47778569396
"107","ADE","1271","ARIMA",2024 Sep,N(1206, 838267),1206.1450564991,"High",838267,915.569221850538,32.3853140867072,2379.90479891149,-299.966313445038,2712.25642644323
"108","ADE","1271","ARIMA",2024 Oct,N(1206, 878982),1206.1450564991,"High",878982,937.540399129552,4.21826481501125,2408.07184818318,-336.108900069016,2748.39901306721
"109","ADE","1272","ETS",2024 May,N(251, 17205),251.218378110297,"Middle",17205,131.16783142219,83.0612182270495,419.375537993544,35.4472954207946,466.989460799799
"110","ADE","1272","ETS",2024 Jun,N(251, 20923),251.218378110297,"Middle",20923,144.647848238403,65.7798366686645,436.656919551929,13.2726677581243,489.164088462469
"111","ADE","1272","ETS",2024 Jul,N(251, 24641),251.218378110297,"Middle",24641,156.974520225417,49.9770431813116,452.459713039282,-7.0047076605149,509.441463881109
"112","ADE","1272","ETS",2024 Aug,N(251, 28360),251.218378110297,"Middle",28360,168.404275480167,35.3240969447227,467.112659275871,-25.806655054578,528.243411275172
"113","ADE","1272","ETS",2024 Sep,N(251, 32078),251.218378110297,"Middle",32078,179.103322135576,21.6079191324881,480.828837088106,-43.4065868027261,545.84334302332
"114","ADE","1272","ETS",2024 Oct,N(251, 35796),251.218378110297,"Middle",35796,189.198308660516,8.6661464075149,493.770609813079,-60.0128396362525,562.449595856846
"115","ADE","1272","ARIMA",2024 May,N(219, 14764),219.161555231408,"Middle",14764,121.507201432672,63.3893229947217,374.933787468093,19.2822088746616,419.040901588153
"116","ADE","1272","ARIMA",2024 Jun,N(183, 22714),183.036252435328,"Middle",22714,150.71164520368,-10.1760767157904,376.248581586446,-64.8844039247263,430.956908795382
"117","ADE","1272","ARIMA",2024 Jul,N(205, 36500),204.892262910732,"Middle",36500,191.049731745428,-40.0334931869065,449.818019008371,-109.384545810497,519.169071631961
"118","ADE","1272","ARIMA",2024 Aug,N(126, 45100),125.792934802776,"Middle",45100,212.367605815953,-146.462335853276,398.048205458828,-223.551776764467,475.137646370018
"119","ADE","1272","ARIMA",2024 Sep,N(62, 58162),62.0901451431829,"Middle",58162,241.167991242619,-247.087219629855,371.267509916221,-334.631200450926,458.811490737291
"120","ADE","1272","ARIMA",2024 Oct,N(140, 67275),140.153970787103,"Middle",67275,259.374246986859,-192.36381385005,472.671755424256,-286.51666550628,566.824607080485
"121","BRI","1234","ETS",2024 May,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"122","BRI","1234","ETS",2024 Jun,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"123","BRI","1234","ETS",2024 Jul,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"124","BRI","1234","ETS",2024 Aug,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"125","BRI","1234","ETS",2024 Sep,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"126","BRI","1234","ETS",2024 Oct,N(5125, 4943118),5125.14516298808,"High",4943118,2223.31239370449,2274.85867425892,7975.43165171724,1467.79627534419,8782.49405063197
"127","BRI","1234","ARIMA",2024 May,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"128","BRI","1234","ARIMA",2024 Jun,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"129","BRI","1234","ARIMA",2024 Jul,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"130","BRI","1234","ARIMA",2024 Aug,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"131","BRI","1234","ARIMA",2024 Sep,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"132","BRI","1234","ARIMA",2024 Oct,N(5128, 4824355),5128.30232558139,"High",4824355,2196.44144014813,2312.46439931149,7944.1402518513,1515.15615653772,8741.44849462507
"133","BRI","1238","ETS",2024 May,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"134","BRI","1238","ETS",2024 Jun,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"135","BRI","1238","ETS",2024 Jul,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"136","BRI","1238","ETS",2024 Aug,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"137","BRI","1238","ETS",2024 Sep,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"138","BRI","1238","ETS",2024 Oct,N(4620, 4677209),4619.77360726265,"High",4677209,2162.6855989718,1847.21066938081,7392.33654514449,1062.15579695404,8177.39141757126
"139","BRI","1238","ARIMA",2024 May,N(4875, 4163877),4875.23771384068,"High",4163877,2040.55801191733,2259.24234256267,7491.2330851187,1518.51978423668,8231.95564344469
"140","BRI","1238","ARIMA",2024 Jun,N(4653, 4829295),4652.90564687015,"High",4829295,2197.56569867661,1835.62642116674,7470.18487257356,1037.91007254713,8267.90122119317
"141","BRI","1238","ARIMA",2024 Jul,N(4653, 4829295),4652.90564687015,"High",4829295,2197.56569867661,1835.62642116674,7470.18487257356,1037.91007254713,8267.90122119317
"142","BRI","1238","ARIMA",2024 Aug,N(4653, 4829295),4652.90564687015,"High",4829295,2197.56569867661,1835.62642116674,7470.18487257356,1037.91007254713,8267.90122119317
"143","BRI","1238","ARIMA",2024 Sep,N(4653, 4829295),4652.90564687015,"High",4829295,2197.56569867661,1835.62642116674,7470.18487257356,1037.91007254713,8267.90122119317
"144","BRI","1238","ARIMA",2024 Oct,N(4653, 4829295),4652.90564687015,"High",4829295,2197.56569867661,1835.62642116674,7470.18487257356,1037.91007254713,8267.90122119317
"145","BRI","1239","ETS",2024 May,N(736, 70897),735.998353849308,"Middle",70897,266.264905686048,394.646744759794,1077.34996293882,297.992583995759,1174.00412370286
"146","BRI","1239","ETS",2024 Jun,N(753, 70897),753.262123857997,"Middle",70897,266.264905686048,411.910514768484,1094.61373294751,315.256354004448,1191.26789371155
"147","BRI","1239","ETS",2024 Jul,N(771, 70897),770.525893866687,"Middle",70897,266.264905686048,429.174284777173,1111.8775029562,332.520124013138,1208.53166372024
"148","BRI","1239","ETS",2024 Aug,N(788, 70897),787.789663875376,"Middle",70897,266.264905686048,446.438054785863,1129.14127296489,349.783894021827,1225.79543372892
"149","BRI","1239","ETS",2024 Sep,N(805, 70897),805.053433884066,"Middle",70897,266.264905686048,463.701824794552,1146.40504297358,367.047664030517,1243.05920373761
"150","BRI","1239","ETS",2024 Oct,N(822, 70897),822.317203892755,"Middle",70897,266.264905686048,480.965594803242,1163.66881298227,384.311434039206,1260.3229737463
"151","BRI","1239","ARIMA",2024 May,N(650, 78958),649.533587788482,"Middle",78958,280.994661871004,289.298431269855,1009.76874430711,187.29736901068,1111.76980656628
